gene_name	query	indication_meshId	indication_meshName	clinical_success
LCAT	[MASK] is a promising drug target for the treatment of cardiovascular diseases.	D002318	Cardiovascular diseases	0
LCAT	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	0
LCAT	[MASK] is a promising drug target for the treatment of atherosclerosis.	D050197	Atherosclerosis	0
LCAT	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
LCK	[MASK] is a promising drug target for the treatment of macular degeneration.	D008268	Macular Degeneration	0
LGALS1	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
LGALS1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
LGALS3	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
LHCGR	[MASK] is a promising drug target for the treatment of cryptorchidism.	D003456	Cryptorchidism	1
LHCGR	[MASK] is a promising drug target for the treatment of hypogonadism.	D007006	Hypogonadism	1
LHCGR	[MASK] is a promising drug target for the treatment of female infertility.	D007247	Infertility, Female	1
LHCGR	[MASK] is a promising drug target for the treatment of male infertility.	D007248	Infertility, Male	1
LHCGR	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
LHCGR	[MASK] is a promising drug target for the treatment of polycystic ovary syndrome.	D011085	Polycystic Ovary Syndrome	1
LHCGR	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
LINGO1	[MASK] is a promising drug target for the treatment of optic neuritis.	D009902	Optic Neuritis	0
LINGO1	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
LINGO1	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	0
LIPA	[MASK] is a promising drug target for the treatment of lysosomal acid lipase deficiency.	C531854	Lysosomal acid lipase deficiency	1
LOXL2	[MASK] is a promising drug target for the treatment of glaucoma.	D005901	Glaucoma	0
LOXL2	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
LOXL2	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
LOXL2	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
LOXL2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
LOXL2	[MASK] is a promising drug target for the treatment of sclerosing cholangitis.	D015209	Cholangitis, Sclerosing	0
LOXL2	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
LOXL2	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	0
LOXL2	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
LPA	[MASK] is a promising drug target for the treatment of atherosclerosis.	D050197	Atherosclerosis	0
LPAR1	[MASK] is a promising drug target for the treatment of nephrosclerosis.	D009400	Nephrosclerosis	0
LPL	[MASK] is a promising drug target for the treatment of pancreatic diseases.	D010182	Pancreatic Diseases	0
LTA	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
LTA	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
LTA4H	[MASK] is a promising drug target for the treatment of bronchiectasis.	D001987	Bronchiectasis	0
LTA4H	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
LTA4H	[MASK] is a promising drug target for the treatment of cystic fibrosis.	D003550	Cystic Fibrosis	0
LTA4H	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	0
LTA4H	[MASK] is a promising drug target for the treatment of vesiculobullous skin diseases.	D012872	Skin Diseases, Vesiculobullous	0
LTA4H	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
LTB4R	[MASK] is a promising drug target for the treatment of cytokine release syndrome.	D000080424	Cytokine Release Syndrome	0
LTB4R	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
LTB4R	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
LTB4R	[MASK] is a promising drug target for the treatment of allergic conjunctivitis.	D003233	Conjunctivitis, Allergic	0
LTB4R	[MASK] is a promising drug target for the treatment of hemolytic-uremic syndrome.	D006463	Hemolytic-Uremic Syndrome	0
LTB4R	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
LTBR	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
LTBR	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
LTBR	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
LTBR	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
LTBR	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
LTBR	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
LTF	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	0
LTF	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MADCAM1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
MADCAM1	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
MAG	[MASK] is a promising drug target for the treatment of traumatic brain injuries.	D000070642	Brain Injuries, Traumatic	0
MAG	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	0
MAG	[MASK] is a promising drug target for the treatment of spinal cord injuries.	D013119	Spinal Cord Injuries	0
MAGEA3	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
MAGEA4	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
MAGEA4	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
MAGEA4	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MAGEA4	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
MAGEA4	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
MAOA	[MASK] is a promising drug target for the treatment of depression.	D003863	Depression	0
MAOA	[MASK] is a promising drug target for the treatment of major depressive disorder.	D003865	Depressive Disorder, Major	0
MAOA	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
MAOB	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	0
MAOB	[MASK] is a promising drug target for the treatment of parkinson disease.	D010300	Parkinson Disease	0
MAP2K1	[MASK] is a promising drug target for the treatment of amyotrophic lateral sclerosis.	D000690	Amyotrophic lateral sclerosis	0
MAP2K1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MAP2K1	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	1
MAP2K1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
MAP2K1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	1
MAP2K1	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of langerhans-cell histiocytosis.	D006646	Histiocytosis, Langerhans-Cell	1
MAP2K1	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
MAP2K1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	1
MAP2K1	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	1
MAP2K1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MAP2K1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
MAP2K1	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
MAP2K1	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
MAP2K1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
MAP2K1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MAP2K1	[MASK] is a promising drug target for the treatment of chronic myelomonocytic leukemia.	D015477	Leukemia, Myelomonocytic, Chronic	0
MAP2K1	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	0
MAP2K1	[MASK] is a promising drug target for the treatment of erdheim-chester disease.	D031249	Erdheim-Chester Disease	0
MAP2K2	[MASK] is a promising drug target for the treatment of amyotrophic lateral sclerosis.	D000690	Amyotrophic lateral sclerosis	0
MAP2K2	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MAP2K2	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	1
MAP2K2	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
MAP2K2	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of gastrointestinal neoplasms.	D005770	Gastrointestinal Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	1
MAP2K2	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of langerhans-cell histiocytosis.	D006646	Histiocytosis, Langerhans-Cell	1
MAP2K2	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
MAP2K2	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	1
MAP2K2	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	1
MAP2K2	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MAP2K2	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
MAP2K2	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
MAP2K2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
MAP2K2	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MAP2K2	[MASK] is a promising drug target for the treatment of chronic myelomonocytic leukemia.	D015477	Leukemia, Myelomonocytic, Chronic	0
MAP2K2	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	0
MAP2K2	[MASK] is a promising drug target for the treatment of erdheim-chester disease.	D031249	Erdheim-Chester Disease	0
MAP2K3	[MASK] is a promising drug target for the treatment of atopic dermatitis.	D003876	Dermatitis, Atopic	0
MAP2K3	[MASK] is a promising drug target for the treatment of pruritus.	D011537	Pruritus	0
MAP2K3	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
MAP3K1	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
MAP3K1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
MAP3K1	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
MAP3K1	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
MAP3K1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MAP3K1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
MAP3K1	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
MAP3K1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MAP3K1	[MASK] is a promising drug target for the treatment of chronic myelomonocytic leukemia.	D015477	Leukemia, Myelomonocytic, Chronic	0
MAP3K11	[MASK] is a promising drug target for the treatment of postoperative cognitive complications.	D000079690	Postoperative Cognitive Complications	0
MAP3K11	[MASK] is a promising drug target for the treatment of cognition disorders.	D003072	Cognition Disorders	0
MAP3K11	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
MAP3K11	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
MAP3K5	[MASK] is a promising drug target for the treatment of diabetic nephropathies.	D003928	Diabetic Nephropathies	0
MAP3K5	[MASK] is a promising drug target for the treatment of alcoholic hepatitis.	D006519	Hepatitis, Alcoholic	0
MAP3K5	[MASK] is a promising drug target for the treatment of pulmonary hypertension.	D006976	Hypertension, Pulmonary	0
MAP3K5	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
MAP3K5	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
MAP3K8	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
MAPK1	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MAPK1	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
MAPK1	[MASK] is a promising drug target for the treatment of cystic fibrosis.	D003550	Cystic Fibrosis	0
MAPK1	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
MAPK1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MAPK1	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
MAPK1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MAPK1	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
MAPK1	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	0
MAPK14	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
MAPK14	[MASK] is a promising drug target for the treatment of asthma.	D001249	Asthma	0
MAPK14	[MASK] is a promising drug target for the treatment of atrial fibrillation.	D001281	Atrial Fibrillation	0
MAPK14	[MASK] is a promising drug target for the treatment of major depressive disorder.	D003865	Depressive Disorder, Major	0
MAPK14	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
MAPK14	[MASK] is a promising drug target for the treatment of focal segmental glomerulosclerosis.	D005923	Glomerulosclerosis, Focal Segmental	0
MAPK14	[MASK] is a promising drug target for the treatment of hyperlipidemias.	D006949	Hyperlipidemias	0
MAPK14	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	1
MAPK14	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	0
MAPK14	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
MAPK14	[MASK] is a promising drug target for the treatment of osteoarthritis.	D010003	Osteoarthritis	0
MAPK14	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
MAPK14	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
MAPK14	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
MAPK14	[MASK] is a promising drug target for the treatment of atherosclerosis.	D050197	Atherosclerosis	0
MAPK14	[MASK] is a promising drug target for the treatment of postherpetic neuralgia.	D051474	Neuralgia, Postherpetic	0
MAPK14	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
MAPK14	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	1
MAPK14	[MASK] is a promising drug target for the treatment of cryopyrin-associated periodic syndromes.	D056587	Cryopyrin-Associated Periodic Syndromes	0
MAPK14	[MASK] is a promising drug target for the treatment of acute kidney injury.	D058186	Acute Kidney Injury	0
MAPK14	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
MAPK3	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MAPK3	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
MAPK3	[MASK] is a promising drug target for the treatment of cystic fibrosis.	D003550	Cystic Fibrosis	0
MAPK3	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
MAPK3	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MAPK3	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
MAPK3	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
MAPK3	[MASK] is a promising drug target for the treatment of chronic progressive multiple sclerosis.	D020528	Multiple Sclerosis, Chronic Progressive	0
MAPK3	[MASK] is a promising drug target for the treatment of relapsing-remitting multiple sclerosis.	D020529	Multiple Sclerosis, Relapsing-Remitting	0
MAPK8	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
MAPK8	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
MAPK8	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
MAPKAPK2	[MASK] is a promising drug target for the treatment of ankylosing spondylitis.	D013167	Spondylitis, Ankylosing	0
MAPKAPK5	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
MAPT	[MASK] is a promising drug target for the treatment of neurological diagnostic techniques.	D003943	Diagnostic Techniques, Neurological	1
MAS1	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
MAS1	[MASK] is a promising drug target for the treatment of pulmonary hypertension.	D006976	Hypertension, Pulmonary	1
MAS1	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
MAS1	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
MAS1	[MASK] is a promising drug target for the treatment of osteosarcoma.	D012516	Osteosarcoma	0
MAS1	[MASK] is a promising drug target for the treatment of thrombocytopenia.	D013921	Thrombocytopenia	0
MAS1	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
MASP2	[MASK] is a promising drug target for the treatment of thrombotic thrombocytopenic purpura.	D011697	Purpura, Thrombotic Thrombocytopenic	0
MASP2	[MASK] is a promising drug target for the treatment of membranoproliferative glomerulonephritis.	D015432	Glomerulonephritis, Membranoproliferative	0
MBOAT4	[MASK] is a promising drug target for the treatment of prader-willi syndrome.	D011218	Prader-Willi Syndrome	0
MBP	[MASK] is a promising drug target for the treatment of crohn disease.	D003424	Crohn Disease	0
MC1R	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	0
MC4R	[MASK] is a promising drug target for the treatment of inborn errors metabolism.	D008661	Metabolism, Inborn Errors	1
MC4R	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	1
MC4R	[MASK] is a promising drug target for the treatment of prader-willi syndrome.	D011218	Prader-Willi Syndrome	0
MC4R	[MASK] is a promising drug target for the treatment of physiological sexual dysfunction.	D012735	Sexual Dysfunction, Physiological	0
MC4R	[MASK] is a promising drug target for the treatment of psychological sexual dysfunctions.	D020018	Sexual Dysfunctions, Psychological	0
MC4R	[MASK] is a promising drug target for the treatment of bardet-biedl syndrome.	D020788	Bardet-Biedl Syndrome	1
MC5R	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	0
MC5R	[MASK] is a promising drug target for the treatment of seborrheic dermatitis.	D012628	Dermatitis, Seborrheic	0
MCHR1	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
MCL1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
MCL1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MCL1	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
MCL1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
MCL1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
MCL1	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
MDM2	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
MDM2	[MASK] is a promising drug target for the treatment of liposarcoma.	D008080	Liposarcoma	0
MDM2	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MDM2	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
MDM2	[MASK] is a promising drug target for the treatment of osteoarthritis.	D010003	Osteoarthritis	0
MDM2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
MDM2	[MASK] is a promising drug target for the treatment of peripheral t-cell lymphoma.	D016411	Lymphoma, T-Cell, Peripheral	0
MDM2	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
MDM4	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
MDM4	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MDM4	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
MDM4	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
MDM4	[MASK] is a promising drug target for the treatment of peripheral t-cell lymphoma.	D016411	Lymphoma, T-Cell, Peripheral	0
MDM4	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	0
MELK	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MELK	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
MEN1	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
MERTK	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
MET	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
MET	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
MET	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
MET	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
MET	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
MET	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
MET	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
MET	[MASK] is a promising drug target for the treatment of anaplastic large-cell lymphoma.	D017728	Lymphoma, Large-Cell, Anaplastic	1
MET	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	0
METAP2	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
METAP2	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
MGLL	[MASK] is a promising drug target for the treatment of tourette syndrome.	D005879	Tourette Syndrome	0
MKNK1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MKNK2	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
MLANA	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
MLNR	[MASK] is a promising drug target for the treatment of gastroparesis.	D018589	Gastroparesis	0
MME	[MASK] is a promising drug target for the treatment of diabetic neuropathies.	D003929	Diabetic Neuropathies	0
MME	[MASK] is a promising drug target for the treatment of hypertension.	D006973	Hypertension	0
MME	[MASK] is a promising drug target for the treatment of chronic kidney failure.	D007676	Kidney Failure, Chronic	0
MME	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
MMP1	[MASK] is a promising drug target for the treatment of pterygium.	D011625	Pterygium	0
MMP1	[MASK] is a promising drug target for the treatment of rosacea.	D012393	Rosacea	1
MMP1	[MASK] is a promising drug target for the treatment of systemic scleroderma.	D012595	Scleroderma, Systemic	0
MMP1	[MASK] is a promising drug target for the treatment of diffuse scleroderma.	D045743	Scleroderma, Diffuse	0
MMP1	[MASK] is a promising drug target for the treatment of limited scleroderma.	D045745	Scleroderma, Limited	0
MMP12	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
MMP12	[MASK] is a promising drug target for the treatment of hepatitis c.	D006526	Hepatitis C	0
MMP12	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
MMP12	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
